Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m
5,6,7,1,2,6,1,0,0,09000024,02000702,6,90,582.0531376691727
5,6,8,2,2,4,2,2,0,09000015,02000434,6,77.3,242.91180308018843
5,5,7,2,2,6,2,4,3,09000004,02000079,5,85.39999999999999,348.25568479262665
5,5,6,2,2,4,1,2,1,09000032,02000929,2,69.19999999999999,234.28048758677645
2,5,8,2,2,7,5,1,0,09000028,02006802,2,57.49999999999999,228.91525621491172
7,5,5,2,2,5,5,1,0,09000029,02000856,6,88,525.2892356069358
6,5,6,1,2,3,5,1,0,09000032,02000934,6,87,374.2086874019133
3,5,7,2,2,7,1,0,1,09000019,02000558,1,68,371.66029113669015
5,5,5,1,1,5,1,1,2,09000007,02000166,3,79.9,260.8400465097081
6,6,6,2,2,4,4,0,0,09000016,02000476,5,62.2,315.49705905508455
6,5,3,2,2,4,4,2,4,09000030,02000866,4,85,138.07461870059817
6,5,9,2,1,6,5,4,1,09000026,02000769,7,80.9,434.8639260480762
5,6,5,0,2,4,2,3,0,09000022,02000625,2,73.5,223.58491871839038
5,5,8,2,2,5,0,3,0,09000003,02000042,7,69.3,586.4488114754099
6,5,5,0,2,6,5,0,5,09000031,02000913,4,93.89999999999999,317.46178323364444
7,5,6,2,2,6,5,5,4,09000003,02000039,8,83.8,355.4193846153846
7,5,5,2,0,5,5,2,3,09000002,02000020,2,91.4,419.7221256038647
5,5,8,1,1,5,5,1,0,09000004,02000085,6,93.8,244.26826914529906
2,5,3,2,2,5,2,3,3,09000003,02000048,9,75.6,319.6150423728813
4,5,9,2,2,5,2,4,1,09000027,02000803,6,91.9,443.93579783756303
3,5,9,2,1,3,4,0,5,09000032,02000941,6,93.89999999999999,309.0265187709493
5,5,7,2,2,4,2,6,2,09000006,02000140,2,92,311.68157919047565
5,5,8,0,2,5,5,1,5,09000026,02000757,10,81.6,424.4852206790693
3,5,5,2,1,4,8,2,5,09000026,02000770,7,82.5,360.86543946568554
5,5,7,2,2,6,5,3,0,09000021,02000617,5,90.9,1363.6219699275316
4,6,8,0,2,4,1,4,2,09000013,02000383,6,74.4,195.0558594575158
5,5,4,2,2,3,3,5,0,09000032,02000927,5,89.2,387.3482352595412
4,5,8,2,2,4,0,3,3,09000006,02000131,4,79.7,174.72620705825207
6,5,6,2,2,6,5,3,0,09000033,02000961,9,68.5,503.0448939032253
6,6,5,2,2,5,1,3,3,09000022,02000641,3,65.3,216.81749141717722
7,5,5,2,2,5,5,3,3,09000029,02000847,8,92.9,452.56292031944383
6,5,5,2,2,3,1,3,4,09000005,02000099,3,91,823.947128730158
2,6,5,2,1,5,3,2,1,09000024,02000698,8,92.80000000000001,428.35875015300525
5,5,6,2,1,6,2,0,0,09000004,02000077,5,93.8,372.4357115806446
4,5,6,0,2,7,5,1,2,09000011,02000331,4,87.2,186.67497244217665
5,6,7,2,1,6,5,0,2,09000008,02000220,5,47,358.4976159353736
5,5,4,2,1,4,1,3,3,09000030,02000881,1,70.5,176.42235618333314
5,5,10,1,0,5,1,3,3,09000008,02000236,7,95.3,805.2251128461526
5,5,8,2,2,6,2,4,0,09000018,02000531,5,79,376.66163131020346
3,5,10,2,2,7,1,2,1,09000017,02000513,3,79.7,350.57390491124204
7,6,6,2,1,6,1,2,1,09000026,02006924,6,93.2,279.0650321195648
6,6,5,2,2,3,2,0,4,09000015,02000457,8,82.89999999999999,651.0084435378786
6,5,7,0,2,3,2,0,3,09000029,02000851,5,56.699999999999996,296.86904816728594
7,6,6,2,1,3,2,3,3,09000004,02000068,3,65.8,465.28931447368404
3,5,10,0,2,5,6,0,3,09000028,02000818,2,77.7,166.8381638378371
7,5,9,1,2,3,1,2,1,09000026,02000764,8,86.6,416.2383847633925
5,5,7,1,2,4,2,1,4,09000027,02000804,10,81.69999999999999,295.7104159732614
5,5,7,1,2,3,1,4,4,09000014,02000425,3,94.39999999999999,440.8991517171711
8,6,7,2,0,3,5,1,0,09000010,02000286,6,74.3,530.2567129829056
5,5,10,2,2,3,1,0,3,09000018,02000546,4,85.8,379.2330971491225
5,5,8,0,2,3,2,1,4,09000003,02000038,5,85.9,231.87638009049775
6,5,7,1,2,2,1,1,2,09000019,02000554,3,80.5,210.5279219883714
9,5,6,0,1,5,5,0,3,09000004,02000092,5,90.5,733.0334697199993
5,6,6,2,2,3,1,0,1,09000013,02000373,2,76.4,187.73021809302287
4,5,7,0,1,5,0,2,4,09000005,02000107,4,88.1,555.756238303191
4,5,9,2,2,2,2,0,3,09000010,02000309,2,83.39999999999999,372.89020496261656
9,6,5,2,1,4,2,0,3,09000018,02000533,7,86.5,654.3968881818179
5,5,8,0,2,4,2,3,0,09000027,02000797,9,85.2,302.35663446700454
6,6,5,2,2,4,2,1,3,09000012,02000355,3,90.5,330.4398557586202
5,5,6,2,2,4,2,2,2,09000024,02000700,4,78.9,321.31118477519334
4,6,10,2,2,4,6,3,3,09000009,02000263,2,91.2,504.92057840397297
7,6,7,2,2,4,5,0,5,09000031,02000900,4,96,416.77152119999914
4,5,6,1,2,5,1,1,1,09000028,02000824,3,61.8,173.10606203980078
5,5,2,0,1,4,5,2,5,09000027,02000786,10,82.89999999999999,240.10912097590324
4,5,6,1,2,4,5,3,4,09000023,02000664,3,56.8,273.10510197021233
3,6,5,2,1,4,3,1,1,09000016,02000468,5,97.6,618.8234725220121
5,5,7,1,2,4,2,2,1,09000031,02000902,3,88.5,880.7535176470547
7,6,5,2,2,4,4,0,1,09000008,02000231,9,93.30000000000001,645.639164982954
6,5,9,0,2,4,2,1,4,09000023,02000686,2,79.10000000000001,280.8992149268286
4,5,8,2,2,5,2,1,2,09000011,02000317,2,65.4,359.261418986577
4,6,6,2,2,3,2,2,3,09000015,02000434,6,77.3,242.91180308018843
3,5,7,1,2,5,1,2,3,09000012,02006918,2,76.8,384.3530252857137
4,5,9,2,2,3,5,3,0,09000025,02000731,3,88.4,341.50867283333304
8,5,6,2,1,3,2,2,2,09000010,02000296,7,69.19999999999999,540.8561437552737
4,5,7,1,2,2,2,0,0,09000033,02000973,4,87.3,578.6153528143707
6,5,9,2,2,3,3,2,1,09000019,02000568,1,61.1,154.7604152190472
5,5,6,0,2,6,1,1,1,09000032,02000938,5,52,380.0074948970583
6,5,6,0,2,3,3,0,1,09000030,02000867,5,74.6,289.4132509650714
5,5,7,2,2,3,5,0,5,09000024,02000697,9,87.5,414.02554961309477
4,5,6,0,2,5,2,3,4,09000029,02000856,8,88,525.2892356069358
7,6,8,2,2,3,2,1,1,09000005,02000124,5,87.5,347.5585171633658
6,5,6,2,2,5,2,1,3,09000025,02000748,3,93.4,190.47547952631544
5,5,8,2,2,4,2,1,3,09000018,02000539,4,82.8,372.63828257209235
5,6,8,2,2,3,2,2,2,09000011,02000318,3,93.8,270.8615367446806
7,6,7,2,2,3,2,3,1,09000005,02000124,5,87.5,347.5585171633658
7,6,8,2,2,4,1,0,0,09000013,02000373,2,76.4,187.73021809302287
4,5,9,1,2,2,2,3,0,09000018,02000551,2,76.9,287.6973545911943
8,5,6,2,1,4,5,1,3,09000009,02000245,2,65.9,281.64292554777035
4,6,7,2,2,2,2,1,1,09000028,02000834,6,93.10000000000001,205.45447377551
6,5,10,0,2,4,2,0,4,09000017,02000520,3,82.5,362.45329854526994
5,6,5,0,2,4,2,1,1,09000032,02000929,4,69.19999999999999,234.28048758677645
9,5,6,1,1,2,0,1,3,09000033,02000979,4,46.300000000000004,319.85576351016226
6,5,8,0,2,3,5,1,3,09000031,02000903,3,93.4,435.38314017948665
6,6,7,2,2,3,1,2,0,09000031,02000908,4,80.10000000000001,521.6443941925463
5,6,4,2,2,3,1,3,1,09000022,02000636,6,90.60000000000001,407.0761979493667
5,5,4,2,2,5,1,1,0,09000022,02000638,2,80.10000000000001,217.20054386826297
7,5,9,0,1,3,5,2,0,09000005,02000112,3,80.10000000000001,370.20698038787816
5,6,7,1,2,5,5,1,5,09000011,02000331,4,87.2,186.67497244217665
6,6,7,1,2,3,5,0,0,09000006,02000145,4,89,208.89439072580595
5,5,8,1,0,3,2,5,2,09000006,02000140,5,92,311.68157919047565
3,5,7,2,1,3,3,0,4,09000011,02000332,5,92.4,330.2715122406008
6,5,7,0,2,3,5,0,0,09000015,02000443,5,91.4,568.4796682822081
9,6,6,2,1,2,5,0,3,09000011,02000334,2,88.8,397.96182587499953
5,5,2,2,2,2,5,4,3,09000029,02000852,7,94.3,454.37736494444397
6,5,8,1,2,4,2,1,0,09000018,02000551,5,76.9,287.6973545911943
5,6,8,2,0,5,2,0,4,09000011,02000331,4,87.2,186.67497244217665
7,5,7,2,2,4,5,0,4,09000004,02000077,9,93.8,372.4357115806446
3,5,7,2,1,2,1,2,2,09000003,02000045,4,69.19999999999999,416.42941747572814
7,6,8,2,2,3,2,0,3,09000017,02000519,3,82,258.8864942341767
5,5,8,0,2,2,2,1,2,09000010,02000279,3,76.8,371.67860894444397
4,5,8,2,2,4,5,1,3,09000004,02000090,7,74.5,425.6907750533329
6,6,6,2,1,5,3,3,1,09000023,02000686,1,79.10000000000001,280.8992149268286
7,6,7,2,1,2,5,0,1,09000006,02000151,10,98.4,530.9133815312496
4,5,7,2,2,1,2,3,3,09000029,02000845,9,89.2,361.6728254304628
6,6,6,2,2,2,2,1,1,09000029,02000843,7,79.7,256.33136244303745
8,5,5,1,2,3,5,0,0,09000009,02000272,9,96.7,331.2468311284399
3,6,6,2,2,3,1,1,2,09000023,02000680,3,62.1,220.55077833757932
5,6,8,1,2,2,5,0,3,09000016,02000480,5,84.7,358.37711185294074
5,6,5,2,2,2,3,1,2,09000028,02000827,2,60.8,302.241137922374
7,5,8,0,1,1,3,0,4,09000003,02000053,3,71.6,482.4405374982207
6,6,1,2,1,3,1,0,2,09000009,02000276,5,90.2,360.39591854838676
3,5,7,2,2,2,2,2,4,09000013,02000375,3,81.10000000000001,225.77252947058747
6,5,8,0,2,3,2,0,2,09000017,02000522,6,80.30000000000001,433.54610434814794
4,5,7,0,2,3,5,1,5,09000011,02000321,3,78.9,350.65404428070127
5,5,10,0,2,3,2,2,4,09000012,02000358,3,69.69999999999999,225.55751835135115
6,5,8,0,2,4,4,1,1,09000003,02000038,7,85.9,231.87638009049775
5,5,7,2,1,3,3,2,1,09000011,02006786,3,87.8,164.90954815596277
4,5,8,0,2,4,2,1,5,09000008,02000220,3,47,358.4976159353736
4,5,7,1,2,4,2,2,2,09000004,02000071,7,95.39999999999999,1209.2037357657614
6,5,8,1,2,1,4,1,2,09000008,02000212,3,83.3,726.2428294399995
8,5,8,2,1,1,4,0,0,09000030,02000891,6,48.199999999999996,272.7341455527152
7,5,3,2,2,3,3,0,0,09000006,02000132,3,62.7,459.6985915719553
3,5,9,1,2,3,2,0,1,09000007,02000193,4,32.800000000000004,240.77535917062087
5,5,9,0,2,4,5,0,5,09000032,02000943,6,79.80000000000001,401.58719237647034
5,5,9,0,2,3,5,0,1,09000016,02000469,2,87,444.83585502608645
8,5,6,2,1,3,5,0,3,09000024,02000709,9,99.1,273.9468180329665
5,5,7,2,2,2,2,0,3,09000012,02000362,1,81.6,280.39498634899286
6,5,8,1,2,2,2,0,4,09000027,02000798,8,94.3,279.528364515789
7,5,5,2,1,2,2,0,2,09000010,02000286,6,74.3,530.2567129829056
4,5,7,1,2,4,2,2,0,09000026,02000769,5,80.9,434.8639260480762
5,6,8,2,2,3,3,1,1,09000019,02000566,6,86.2,126.9061470946743
6,5,10,0,1,1,5,0,0,09000004,02000072,4,89,1600.3586004807667
5,5,5,2,2,2,5,0,0,09000008,02000198,2,83.5,449.26696099248085
2,6,7,2,1,2,2,0,2,09000023,02000660,4,81.10000000000001,261.28828226470534
8,5,7,2,2,3,4,0,0,09000024,02000709,8,99.1,273.9468180329665
4,6,6,2,2,3,2,0,3,09000019,02000566,4,86.2,126.9061470946743
5,5,8,1,1,3,2,3,5,09000021,02000600,10,79.2,431.77709125531857
4,5,8,2,1,2,3,1,0,09000025,02000725,3,79.5,398.7856089249993
4,5,7,2,1,2,3,2,0,09000030,02000865,3,66,234.07618595774605
8,6,5,0,2,3,5,1,2,09000008,02000224,5,89.9,380.3279303357137
4,5,7,2,2,3,2,2,3,09000017,02000524,4,86.5,1019.0835285582258
5,5,8,0,2,1,5,0,4,09000029,02000858,2,82.39999999999999,304.0914945986838
6,5,7,2,2,2,2,2,4,09000003,02000050,9,85.5,402.67
4,6,7,2,1,1,2,1,2,09000008,02000203,3,82.89999999999999,314.3614613999996
7,5,5,2,1,2,4,0,4,09000032,02000923,7,48.3,225.3310232049686
6,5,8,2,2,1,5,0,4,09000026,02000769,6,80.9,434.8639260480762
7,5,7,0,2,1,5,0,4,09000021,02000614,5,89.8,796.3225579220774
6,6,10,2,2,2,5,0,4,09000032,02000943,6,79.80000000000001,401.58719237647034
3,5,9,1,2,2,5,0,4,09000004,02000068,3,65.8,465.28931447368404
6,5,7,2,1,0,5,1,5,09000027,02000793,9,93.89999999999999,428.75867477443546
5,5,1,0,2,1,1,0,1,09000019,02000565,3,77.4,318.77599537209244
7,5,8,2,2,2,6,1,5,09000014,02000412,2,77,308.6802522074068
8,5,9,1,2,2,5,2,4,09000013,02000378,2,85.5,234.42398489795912
4,5,7,1,1,0,4,1,4,09000021,02000603,9,87.6,1520.2042949275333
3,5,8,1,1,2,1,2,2,09000028,02000822,3,57.699999999999996,138.29286937037006
4,5,7,0,1,2,6,1,5,09000022,02006801,4,27.1,171.0091975807687
6,6,10,2,1,2,1,0,3,09000011,02000317,2,65.4,359.261418986577
5,5,6,1,2,2,2,1,2,09000024,02000699,10,96.1,578.1108645350876
5,5,8,0,2,0,5,0,4,09000006,02000155,7,93.4,513.1842981472868
3,5,8,0,2,1,8,1,2,09000020,02000590,8,81.69999999999999,465.5183718909086
7,5,4,0,1,2,4,1,2,09000015,02006882,7,95.19999999999999,722.9293734048774
3,5,8,0,1,1,2,0,1,09000018,02000542,6,76.4,435.26864821428546
4,5,5,2,2,1,3,1,2,09000007,02000187,2,20.8,191.5685459034746
2,6,6,1,2,2,8,0,1,09000008,02000216,8,65.60000000000001,445.4240358865244
7,5,9,2,2,2,5,0,2,09000018,02000548,4,86.4,323.8325168598721
3,5,9,0,1,2,2,0,2,09000005,02000106,3,87.7,477.388278446927
5,5,8,2,2,2,3,0,2,09000009,02000243,2,89.1,400.9947077681155
5,6,7,1,2,2,5,0,0,09000029,02000863,9,95.89999999999999,737.2153474383541
6,5,6,1,2,2,5,2,5,09000008,02000221,3,74.6,506.52873727071784
5,6,6,1,0,2,2,3,0,09000005,02000126,2,70.1,166.23307924242394
9,5,8,2,2,1,2,1,3,09000031,02000914,3,75,182.51171889864852
6,5,10,1,2,1,5,0,5,09000009,02000276,7,90.2,360.39591854838676
5,5,6,2,2,0,3,3,3,09000006,02000135,2,77.60000000000001,281.0933161004562
6,5,9,0,2,2,5,0,5,09000007,02000175,5,78.60000000000001,360.39482929473667
5,5,8,1,2,2,5,0,5,09000010,02000291,7,67.4,385.86700602978675
7,5,8,1,2,1,5,1,5,09000024,02000708,9,92,530.5849747692304
6,5,8,0,2,2,4,0,1,09000014,02000407,2,90.7,284.57518858490533
6,5,8,0,2,1,0,0,3,09000005,02000110,4,93.5,356.7285952748088
7,6,6,2,2,2,5,1,3,09000004,02000088,9,98.3,463.907707463414
7,5,8,2,2,0,5,2,4,09000004,02000073,9,98.1,405.64123525454517
7,6,8,2,1,2,2,2,2,09000007,02000187,2,20.8,191.5685459034746
6,5,7,2,2,2,0,0,2,09000009,02000271,5,88,327.007414756944
5,6,8,1,2,2,5,1,5,09000009,02000262,2,77.2,239.56926451479242
7,5,7,2,2,1,2,0,0,09000020,02000585,8,93,238.39549299337702
6,5,6,2,2,1,5,0,3,09000023,02000655,3,73.1,168.27001948701266
5,5,10,0,1,2,2,2,1,09000005,02000094,6,74.5,388.13080431382934
7,5,7,1,1,2,5,1,4,09000016,02000470,6,92.9,266.1615027475242
7,6,5,2,2,2,2,2,1,09000007,02000168,8,85.6,390.6371252747247
4,5,7,1,1,2,5,3,3,09000005,02000105,6,81.2,313.024998531645
3,5,8,1,1,2,2,2,1,09000025,02000737,3,93.89999999999999,261.5263798496729
5,5,7,0,2,1,0,0,3,09000026,02006800,5,89.5,408.4313625599996
4,5,8,2,2,1,5,2,4,09000021,02000614,5,89.8,796.3225579220774
4,5,7,2,2,1,2,0,2,09000009,02000249,4,84.89999999999999,285.5502165793648
3,5,5,2,2,1,6,0,0,09000007,02000180,4,70.39999999999999,204.7044496687891
5,5,8,0,2,0,5,0,5,09000008,02000198,4,83.5,449.26696099248085
6,5,5,2,2,1,5,3,1,09000003,02000026,7,88.6,384.24070866141733
7,5,9,2,2,1,2,1,4,09000015,02000457,10,82.89999999999999,651.0084435378786
3,6,8,0,2,1,3,0,2,09000031,02000915,4,90.3,546.8897438399998
8,5,6,2,2,0,4,0,4,09000028,02000833,5,64.4,126.46027943965478
6,5,7,2,2,1,2,2,0,09000009,02000268,6,90.4,199.89293881182755
3,6,3,2,1,1,7,0,1,09000008,02000220,2,47,358.4976159353736
5,5,9,2,2,0,5,0,5,09000003,02000036,4,86.1,400.3954460093897
4,5,8,2,1,0,5,1,5,09000005,02000099,6,91,823.947128730158
5,5,5,2,2,1,2,2,1,09000009,02000243,6,89.1,400.9947077681155
6,5,6,0,2,1,5,1,4,09000016,02000468,5,97.6,618.8234725220121
5,6,1,2,1,1,3,0,3,09000028,02000838,6,78.3,317.1053347631576
6,5,8,1,2,0,2,0,5,09000007,02000182,6,51.4,578.5387154011295
6,5,5,2,1,1,5,3,4,09000005,02000107,3,88.1,555.756238303191
5,5,9,1,2,0,2,0,2,09000023,02000681,5,93.2,474.1098867938928
3,5,5,2,2,1,2,3,2,09000025,02000714,3,90.8,231.1314766699023
5,5,9,1,2,1,5,0,3,09000006,02000156,10,89.3,990.9790786206858
5,6,4,2,2,1,3,3,4,09000032,02000959,6,87.1,588.6223879411762
7,5,8,2,2,1,2,0,5,09000003,02000052,9,73.3,782.5918817204301
3,5,10,1,1,1,3,1,3,09000018,02000532,8,78.3,601.6525030288452
3,6,10,0,2,1,2,2,1,09000011,02000331,6,87.2,186.67497244217665
5,5,9,1,2,1,2,0,0,09000002,02000020,3,91.4,419.7221256038647
13,5,8,0,2,1,4,0,2,09000003,02000043,9,96.6,454.2983687943262
5,5,6,0,1,1,6,0,2,09000004,02000066,5,60.199999999999996,434.22609751908334
6,5,4,1,2,1,4,0,3,09000012,02000359,3,93.7,557.0235265176467
5,6,5,0,2,1,5,0,4,09000002,02000004,5,92.5,345.71933333333334
5,5,8,0,2,1,2,0,3,09000013,02000385,5,92,280.71129210784244
3,6,7,2,2,1,3,1,1,09000022,02000638,5,80.10000000000001,217.20054386826297
5,6,6,2,1,0,1,1,1,09000012,02000352,3,75.8,208.14378627049157
5,5,8,2,2,0,5,0,5,09000006,02000163,7,91.9,379.3188213241753
6,5,7,0,2,1,5,0,0,09000018,02000540,8,78.10000000000001,379.6208808995427
4,6,8,2,2,1,1,0,1,09000014,02006794,1,73.2,400.3883994461532
5,6,9,2,1,1,1,0,2,09000014,02000408,2,88.3,241.8248561297706
7,5,8,0,2,1,1,0,2,09000020,02000581,2,74,624.9784193124992
4,6,7,0,2,1,1,0,1,09000005,02000119,1,82.19999999999999,539.7164986452829
6,5,5,2,2,1,3,0,0,09000029,02000843,3,79.7,256.33136244303745
5,5,8,2,2,1,4,2,4,09000027,02000796,6,90.2,374.5922098983047
4,5,4,1,2,0,5,1,2,09000005,02000119,2,82.19999999999999,539.7164986452829
5,5,5,2,1,1,5,1,5,09000030,02006854,5,15.9,267.39496618229106
8,6,3,2,1,1,3,2,2,09000007,02000172,3,66.10000000000001,286.36142564550215
5,5,8,2,2,1,2,2,2,09000011,02006931,6,78.3,271.23295034246513
5,5,10,0,1,1,2,2,0,09000015,02000443,5,91.4,568.4796682822081
5,5,8,1,1,1,5,1,0,09000013,02000374,5,92.4,244.88685063736193
6,5,6,1,2,1,2,0,4,09000014,02000406,3,94.5,358.2562765476185
6,5,5,2,1,0,4,0,4,09000008,02000216,4,65.60000000000001,445.4240358865244
4,5,6,0,2,1,2,1,2,09000005,02000112,4,80.10000000000001,370.20698038787816
7,6,8,1,2,1,3,0,2,09000033,02000968,2,59.5,212.6461234374995
5,5,6,2,2,1,2,0,3,09000029,02000844,6,95.39999999999999,227.9297296999995
5,5,8,1,2,0,5,0,0,09000015,02000445,4,84.89999999999999,862.4856546774188
7,5,9,2,2,0,4,0,0,09000021,02000612,8,90.10000000000001,352.6802895460986
5,5,8,0,2,1,5,0,0,09000008,02000237,10,90.7,353.8252071626501
5,5,9,0,2,1,2,0,1,09000032,02000934,6,87,374.2086874019133
4,6,8,1,1,0,2,0,2,09000005,02000110,4,93.5,356.7285952748088
3,5,7,1,2,0,2,0,0,09000013,02000383,6,74.4,195.0558594575158
4,5,8,1,2,1,3,1,4,09000030,02000871,3,70.6,258.2009172404366
6,6,4,2,1,1,5,0,0,09000029,02000856,6,88,525.2892356069358
6,5,8,2,1,1,4,1,4,09000006,02000150,4,92.80000000000001,649.0194565602409
4,5,7,2,2,0,5,3,3,09000006,02000152,5,86.1,464.65734027343706
6,5,7,2,2,0,2,0,5,09000022,02000624,2,67.7,173.59877611904736
7,5,8,2,2,1,5,0,4,09000030,02000864,3,63.800000000000004,310.18823002643154
3,5,6,1,1,1,2,0,5,09000020,02000593,3,91.60000000000001,286.2187233263881
4,5,5,0,2,1,1,0,4,09000033,02000969,2,35.8,406.4771433032254
5,5,8,0,1,1,2,0,2,09000014,02000420,4,77.3,278.9395101461536
7,6,5,2,2,1,5,0,3,09000022,02000649,4,85.7,364.20877941916126
4,5,7,1,2,0,5,0,5,09000018,02000528,2,60,283.4253062319996
4,5,9,0,2,1,2,1,3,09000007,02000171,8,78.8,290.83921795744635
4,5,9,0,2,1,5,0,3,09000017,02000515,3,84.39999999999999,616.0567504285709
6,6,8,1,2,1,4,0,1,09000003,02000059,4,77.2,213.14410256410258
5,5,8,1,0,1,5,0,5,09000030,02000887,3,68.2,215.18499394512162
5,5,8,1,1,0,5,1,5,09000012,02000346,1,62.8,292.73097460624984
7,5,4,2,2,1,5,1,2,09000027,02000803,6,91.9,443.93579783756303
7,6,6,2,2,0,5,0,5,09000004,02000075,10,98.1,688.5212036567165
3,5,7,2,2,0,3,1,0,09000005,02000109,4,39.5,247.73715913358743
6,6,10,0,1,1,2,0,1,09000012,02000362,1,81.6,280.39498634899286
9,5,9,1,2,1,5,3,3,09000003,02000043,7,96.6,454.2983687943262
4,5,5,2,2,1,2,0,4,09000011,02000319,4,83.1,488.51100433557036
5,6,8,0,1,0,1,1,2,09000031,02000922,4,93.4,205.8874095081962
11,6,8,2,2,0,5,2,0,09000033,02000970,8,61,255.36662932900356
5,5,8,0,2,1,2,0,2,09000014,02000417,6,90.60000000000001,411.98585404761855
5,5,8,1,1,1,5,0,0,09000025,02000737,5,93.89999999999999,261.5263798496729
4,5,3,2,2,1,2,2,3,09000008,02000213,2,70.3,785.8384287958096
5,5,10,2,2,0,4,1,4,09000026,02000781,5,94.19999999999999,287.79849977956945
6,5,7,0,2,0,5,0,5,09000006,02000161,10,95.6,422.6251898024685
6,5,10,0,1,0,4,0,5,09000003,02000030,10,91.10000000000001,756.3947619047619
3,5,7,2,2,0,6,1,5,09000017,02006796,6,87.7,571.2292251212111
6,5,9,0,2,0,4,0,5,09000032,02000938,4,52,380.0074948970583
8,5,7,2,2,0,5,0,4,09000006,02000135,2,77.60000000000001,281.0933161004562
4,5,7,1,1,0,2,0,5,09000011,02006929,2,75.6,466.4038466332285
4,5,8,2,2,0,2,0,5,09000022,02000640,9,88,238.875042948571
6,5,8,1,2,0,5,0,4,09000003,02000029,4,79.3,434.1895906432749
5,5,8,1,2,0,5,0,5,09000031,02000909,6,85.3,463.0460899999995
5,5,10,0,2,0,3,1,1,09000029,02000844,6,95.39999999999999,227.9297296999995
6,5,7,2,2,0,5,0,0,09000017,02000498,6,94.19999999999999,259.34155281690084
7,5,7,1,2,0,5,0,3,09000003,02000052,4,73.3,782.5918817204301
5,5,8,1,2,0,2,0,4,09000032,02000949,8,81.89999999999999,402.63732096511586
5,5,7,2,2,0,5,0,5,09000029,02006836,10,93.8,661.551796571426
5,5,6,1,2,0,5,0,5,09000031,02000918,3,73.8,258.6382155312499
6,5,5,2,2,0,5,0,5,09000008,02000210,7,91.7,315.5258907226887
7,5,7,2,2,0,5,0,5,09000014,02000420,2,77.3,278.9395101461536
5,5,6,2,1,0,5,0,5,09000032,02000942,8,91.60000000000001,475.5271172023805
4,5,10,1,2,0,0,0,0,09000011,02000331,6,87.2,186.67497244217665
4,5,6,2,2,0,5,2,5,09000011,02000316,3,50.1,211.61559090490755
5,5,6,2,1,0,5,0,5,09000024,02000696,6,89.5,243.86311741904728
5,5,7,0,2,0,4,0,5,09000003,02000055,7,63.9,337.56188405797104
6,5,6,2,2,0,4,1,1,09000030,02000875,2,78.8,154.3225881197911
5,5,10,0,2,0,2,0,4,09000008,02000195,7,91.3,432.136278355932
5,5,10,0,2,0,3,0,3,09000020,02000590,8,81.69999999999999,465.5183718909086
8,5,8,0,2,0,4,0,5,09000024,02000703,10,94.69999999999999,232.59912092857095
5,5,9,0,2,0,5,0,5,09000019,02000571,2,78.5,258.806674838862
6,5,9,0,1,0,5,0,0,09000005,02000095,7,81.69999999999999,349.6899187721512
5,5,8,1,2,0,5,0,5,09000024,02000699,10,96.1,578.1108645350876
7,5,5,2,1,0,5,0,4,09000011,02000318,3,93.8,270.8615367446806
6,5,5,1,1,0,5,1,3,09000018,02000546,4,85.8,379.2330971491225
6,5,8,0,2,0,5,0,5,09000010,02000304,9,95.89999999999999,282.67684097916623
4,5,9,2,1,0,2,0,5,09000012,02000353,3,78.10000000000001,221.62259123287654
6,5,7,2,2,0,5,1,4,09000015,02000447,7,90.9,1120.675597777773
5,5,7,2,2,0,2,0,5,09000008,02000215,5,74.5,716.0455817901232
5,5,6,1,2,0,5,0,5,09000014,02000423,4,89.4,346.12846874157253
6,5,7,1,1,0,3,1,4,09000023,02000665,5,89.4,151.17878501666593
4,5,7,2,2,0,4,0,3,09000018,02000550,4,76.9,317.4000185960261
8,5,7,2,2,0,4,0,5,09000019,02000555,2,86.5,219.20242182051246
8,5,9,2,2,0,5,0,5,09000028,02000839,6,75.9,501.9378699293474
5,5,10,1,2,0,2,1,4,09000009,02000245,2,65.9,281.64292554777035
5,5,8,0,2,0,5,0,5,09000008,02000227,9,89.7,511.4782946551722
8,5,8,2,2,0,5,1,5,09000009,02000261,3,76.9,222.59719681313084
4,6,10,0,2,0,5,0,0,09000018,02000540,4,78.10000000000001,379.6208808995427
5,5,8,0,1,0,4,0,3,09000011,02006931,7,78.3,271.23295034246513
5,5,8,2,0,0,3,1,3,09000019,02000555,4,86.5,219.20242182051246
1,5,7,1,2,0,4,0,0,09000011,02000327,2,85.9,387.7488934062497
8,5,10,0,2,0,5,0,5,09000005,02000115,4,83,669.8191651552793
9,5,8,2,2,0,5,0,5,09000027,02000793,9,93.89999999999999,428.75867477443546
6,5,7,2,2,0,5,0,5,09000029,02000857,9,79.10000000000001,622.7682567772507
8,5,7,0,2,0,5,0,4,09000026,02006924,7,93.2,279.0650321195648
7,5,6,2,1,0,3,1,2,09000023,02000680,3,62.1,220.55077833757932
6,5,4,0,2,0,2,0,4,09000005,02000106,3,87.7,477.388278446927
7,5,8,0,2,0,5,0,5,09000003,02000058,8,85.7,248.82601423487546
7,5,6,1,2,0,4,0,4,09000013,02000383,7,74.4,195.0558594575158
