Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,Housing_tenure_group_code,Income_Code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
1,3,6,5,8,2,2,4,5,9,95.0,295.2547317,110.3108459
1,2,6,1,8,2,2,0,3,3,56.8,273.105102,93.94595065
1,9,4,5,10,0,2,2,3,6,73.4,377.6443238,69.34413948
1,2,3,1,7,1,2,5,0,10,92.9,452.5629203,64.10579525
1,9,9,2,5,2,2,5,2,2,87.7,477.3882784,89.33622132
1,3,3,4,7,2,2,2,0,5,85.5,234.4239849,113.5974039
1,2,4,1,8,0,1,2,5,9,57.5,167.3391426,106.554188
2,7,2,5,8,1,1,1,0,7,55.0,278.7920197,161.7785752
2,2,9,4,8,2,1,2,5,2,68.9,334.0730551,113.5974039
2,7,5,5,8,0,1,2,2,4,77.3,278.9395101,110.3108459
1,2,4,2,10,2,2,5,0,6,48.2,272.7341456,106.554188
1,3,5,1,6,1,2,2,2,3,86.7,689.917067,89.33622132
2,4,10,1,8,0,2,0,1,5,94.9,587.1728851,93.94595065
1,2,6,3,8,1,2,2,4,3,90.5,330.4398558,121.6670744
2,2,1,2,1,2,1,0,3,7,80.9,434.863926,78.28836493
2,2,7,5,9,1,1,5,5,9,81.6,424.4852207,78.28836493
1,5,11,1,7,2,1,4,2,7,95.2,722.9293734,61.22939836
1,2,6,4,8,0,2,5,4,2,82.2,288.5948053,110.3108459
1,3,2,4,2,2,0,7,1,2,67.8,879.1669964,87.80214462
3,2,3,3,4,2,2,2,0,4,75.3,303.8056881,93.94595065
1,2,4,4,1,2,0,2,3,5,82.0,258.8864942,77.02625332
1,6,2,2,5,2,2,5,3,8,48.3,225.3310232,75.01260027
1,2,7,5,7,2,2,5,5,4,89.9,241.9406364,110.3108459
1,6,2,4,6,2,2,8,2,6,32.8,240.7753592,161.7785752
1,3,4,4,5,2,2,3,2,3,63.5,175.9562495,106.554188
1,2,8,5,9,1,2,4,5,1,87.0,179.2713245,121.6670744
2,3,2,4,8,2,2,2,1,3,61.1,154.7604152,127.4397297
1,2,7,2,6,0,1,3,2,4,91.7,315.5258907,87.80214462
1,3,6,5,3,2,2,4,4,4,85.0,138.0746187,106.554188
1,2,6,5,7,1,2,6,5,2,64.5,269.8912839,121.6670744
1,2,6,4,7,2,1,2,3,4,56.6,198.3131996,112.8953553
1,5,12,4,7,2,2,4,1,8,92.4,846.0747864,61.22939836
1,6,4,3,5,2,2,2,0,3,82.9,314.3614614,87.80214462
2,2,3,3,8,0,2,2,2,2,83.2,318.9934915,102.9492058
1,9,7,5,8,0,2,5,0,9,93.8,372.4357116,64.46313682
1,9,7,6,7,1,1,3,2,2,86.7,620.0175106,96.79696038
2,5,13,4,10,0,1,3,1,2,86.7,620.0175106,96.79696038
1,3,8,2,8,0,2,5,5,10,92.1,411.9935609,69.34413948
1,2,4,1,8,0,2,5,5,6,78.3,271.2329503,96.79696038
1,2,4,3,7,1,1,2,4,2,62.5,228.9779782,127.4397297
2,2,3,1,8,0,1,2,3,6,62.2,315.4970591,73.74327005
2,6,5,5,8,2,2,2,2,6,78.3,271.2329503,96.79696038
2,3,6,3,4,2,2,4,3,7,70.4,204.7044497,161.7785752
2,2,3,5,8,1,1,1,2,3,57.7,138.2928694,112.8953553
1,2,6,4,7,2,2,2,3,3,63.2,217.5237737,121.6670744
2,2,7,1,8,2,1,5,5,7,64.4,181.6033787,106.554188
1,7,3,2,2,2,2,2,2,5,94.2,723.0452415,64.46313682
1,3,10,2,9,0,2,4,3,10,85.1,382.394133,77.02625332
1,2,5,6,7,1,2,5,5,4,87.2,186.6749724,96.79696038
2,2,4,1,10,1,2,5,5,3,72.1,164.2923192,106.554188
2,2,4,1,6,1,2,5,4,5,66.2,408.9015291,75.01260027
1,2,3,1,8,2,2,2,5,5,90.1,659.2398354,161.7785752
1,2,4,1,3,2,1,2,3,5,89.4,346.1284687,110.3108459
1,3,8,5,8,2,2,5,5,3,76.9,222.5971968,81.460788
1,9,3,2,10,0,2,6,1,8,93.9,331.8067901,78.28836493
1,6,2,3,7,1,2,2,1,4,75.3,303.8056881,93.94595065
1,3,5,3,8,2,2,3,1,6,28.8,234.7900967,112.8953553
1,6,4,1,9,2,1,5,5,9,63.7,281.3305854,112.8953553
1,2,3,3,6,2,2,2,5,3,84.8,363.8873428,110.3108459
1,3,5,5,5,2,2,2,3,4,92.0,360.0336794,82.92437534
1,8,7,4,9,2,1,1,1,4,65.5,197.9961132,127.4397297
1,2,2,1,8,2,1,2,5,8,85.7,622.7552683,144.3589814
1,2,4,5,6,2,2,5,5,3,85.9,387.7488934,96.79696038
1,2,6,5,8,0,1,5,0,9,82.9,317.4592347,59.12433069
1,2,3,5,7,1,2,2,0,6,74.4,195.0558595,113.5974039
2,2,6,5,9,0,2,2,4,2,79.1,280.8992149,93.94595065
1,2,6,4,8,2,2,5,5,6,91.0,823.9471287,89.33622132
1,3,8,5,7,2,2,4,5,2,86.5,219.2024218,127.4397297
1,2,5,5,7,2,2,4,3,9,94.3,279.5283645,59.12433069
2,3,2,4,6,1,2,7,1,5,78.6,360.3948293,161.7785752
1,9,7,2,4,2,2,6,1,7,91.7,336.1371803,69.34413948
2,2,6,4,6,0,2,2,3,8,66.2,230.5767612,75.01260027
2,7,6,2,8,2,0,3,1,5,78.8,233.5163089,121.6670744
1,9,6,5,9,0,1,5,4,4,92.5,371.730836,77.02625332
2,7,4,4,5,2,1,1,0,3,87.5,271.3382244,372.933205
1,2,5,5,8,1,0,5,5,3,68.2,215.1849939,106.554188
2,2,4,4,8,2,2,2,4,3,56.8,273.105102,93.94595065
1,3,9,4,5,2,0,3,1,2,92.4,475.1846112,89.33622132
1,2,10,2,8,0,2,4,4,9,85.7,248.8260142,71.52628694
1,2,3,3,8,2,2,2,3,4,52.2,157.773891,106.554188
1,2,6,1,6,1,1,2,4,7,95.2,722.9293734,61.22939836
1,9,5,5,7,2,2,5,5,9,87.5,414.0255496,64.7356604
2,7,6,5,1,2,1,1,1,2,79.8,247.2901421,87.80214462
1,2,8,1,3,2,1,3,4,8,92.8,428.3587502,64.7356604
1,2,3,2,8,2,2,5,3,9,94.3,279.5283645,59.12433069
1,3,7,2,7,2,1,5,0,8,89.2,385.5256861,89.33622132
2,7,5,4,7,2,2,2,1,5,39.5,247.7371591,89.33622132
1,2,8,5,8,0,2,4,5,10,94.7,232.5991209,64.7356604
1,2,9,4,9,0,2,5,5,4,79.7,174.7262071,69.34413948
1,4,3,1,8,1,2,5,4,3,91.4,419.7221256,96.13295825
1,5,10,1,8,2,1,4,2,8,94.3,381.3212717,69.34413948
2,8,4,4,5,2,2,3,1,2,71.8,213.9008596,107.0192611
1,6,2,4,5,2,1,2,0,2,70.5,171.9783644,107.0192611
3,3,2,3,7,1,1,2,3,4,56.6,198.3131996,112.8953553
1,2,6,1,7,2,0,2,3,3,76.4,435.2686482,85.64933259
